,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW),Heating Load (kWh),HVAC Mode (Off/Cooling/Heating),Temperature Set Point (C)
86,1,15,7.0,0.0,20.94,0.0,38.97,15.18,1.43,16.37,205.656,0,1,24.444444
87,1,16,7.0,0.0,20.94,0.0,39.71,15.07,1.24,18.28,115.319,0,1,24.444444
88,1,17,7.0,0.0,20.93,0.0,40.58,15.99,1.33,8.73,19.8617,0,1,24.444444
89,1,18,7.0,0.0,19.92,0.0,45.33,14.12,0.67,0.42,0.0,0,1,24.444444
90,1,19,7.0,0.0,20.13,0.0,46.25,12.8,0.67,0.0,0.0,0,1,24.444444
91,1,20,7.0,0.0,20.19,0.0,46.47,10.68,0.0,0.0,0.0,0,1,24.444444
92,1,21,7.0,0.0,20.11,0.0,46.91,9.61,0.0,0.0,0.0,0,1,24.444444
93,1,22,7.0,0.0,20.05,0.0,47.34,10.49,0.0,0.0,0.0,0,1,24.444444
94,1,23,7.0,0.0,20.03,0.0,47.68,11.36,0.0,0.0,0.0,0,1,24.444444
95,1,24,7.0,0.0,20.0,0.0,47.9,10.3,0.0,0.0,0.0,0,1,24.444444
96,1,1,1.0,0.0,19.97,0.0,48.05,9.63,0.0,0.0,0.0,0,1,24.444444
97,1,2,1.0,0.0,19.93,0.0,48.22,9.19,0.0,0.0,0.0,0,1,24.444444
98,1,3,1.0,0.0,19.92,0.0,48.53,8.44,0.0,0.0,0.0,0,1,24.444444
99,1,4,1.0,0.0,19.93,0.0,48.69,8.65,0.0,0.0,0.0,0,1,24.444444
100,1,5,1.0,0.0,19.94,0.0,48.69,9.85,0.0,0.0,0.0,0,1,24.444444
101,1,6,1.0,0.0,19.92,0.0,48.74,8.9,0.0,0.0,0.0,0,1,24.444444
102,1,7,1.0,0.0,19.93,0.0,48.89,11.95,0.38,0.0,0.0,0,1,24.444444
103,1,8,1.0,0.0,19.92,0.0,49.48,12.17,0.38,0.0,0.0,0,1,24.444444
104,1,9,1.0,0.0,19.98,0.0,49.89,12.34,0.38,0.0,35.0533,0,1,24.444444
105,1,10,1.0,0.0,20.13,0.0,50.01,11.09,0.38,0.0,83.3007,0,1,24.444444
106,1,11,1.0,0.0,20.29,0.0,50.12,10.99,0.38,0.0,133.474,0,1,24.444444
107,1,12,1.0,0.0,20.49,0.0,50.32,11.73,0.57,0.0,161.289,0,1,24.444444
108,1,13,1.0,0.0,20.74,0.0,50.39,12.65,0.57,0.0,205.484,0,1,24.444444
109,1,14,1.0,0.0,20.96,0.0,50.62,11.03,0.86,0.0,208.856,0,1,24.444444
110,1,15,1.0,0.0,21.13,0.0,51.3,12.25,0.57,0.0,162.253,0,1,24.444444
111,1,16,1.0,0.0,21.19,0.0,52.68,13.06,0.38,0.0,119.52,0,1,24.444444
112,1,17,1.0,0.0,21.03,0.0,55.02,12.23,0.38,0.0,23.3456,0,1,24.444444
113,1,18,1.0,0.0,20.83,0.0,57.33,12.5,0.38,0.0,0.0,0,1,24.444444
114,1,19,1.0,0.0,20.51,0.0,58.94,10.59,0.0,0.0,0.0,0,1,24.444444
115,1,20,1.0,0.0,20.31,0.0,58.94,11.21,0.0,0.0,0.0,0,1,24.444444
116,1,21,1.0,0.0,20.07,0.0,57.63,11.11,0.0,0.0,0.0,0,1,24.444444
117,1,22,1.0,0.0,19.82,0.0,55.22,10.62,0.0,0.0,0.0,0,1,24.444444
118,1,23,1.0,0.0,19.63,0.0,52.96,10.64,0.0,0.0,0.0,0,1,24.444444
119,1,24,1.0,0.0,19.41,0.0,50.95,10.71,0.0,0.0,0.0,0,1,24.444444
120,1,1,2.0,0.0,19.25,0.0,48.79,12.74,0.0,0.0,0.0,0,1,24.444444
121,1,2,2.0,0.0,19.03,0.0,46.96,12.23,0.0,0.0,0.0,0,1,24.444444
122,1,3,2.0,0.0,18.76,0.0,44.98,11.63,0.0,0.0,0.0,0,1,24.444444
123,1,4,2.0,0.0,18.53,0.0,43.01,11.52,0.0,0.0,0.0,0,1,24.444444
124,1,5,2.0,0.0,18.32,0.0,41.02,12.33,0.0,0.0,0.0,0,1,24.444444
125,1,6,2.0,0.0,18.34,0.0,37.9,12.83,0.0,0.0,0.0,0,1,24.444444
126,1,7,2.0,0.0,19.46,0.0,32.73,17.35,0.67,0.0,0.0,0,1,24.444444
127,1,8,2.0,0.0,20.17,0.0,28.19,31.3,1.81,0.0,0.0,0,1,24.444444
128,1,9,2.0,0.0,20.74,0.0,26.0,62.48,3.33,0.0,94.531,0,1,24.444444
129,1,10,2.0,0.0,20.94,0.0,25.56,48.24,3.62,0.0,180.835,0,1,24.444444
130,1,11,2.0,0.0,20.99,0.0,24.88,41.81,3.71,0.0,242.911,0,1,24.444444
131,1,12,2.0,0.0,21.09,0.0,24.01,47.97,4.43,0.0,319.648,0,1,24.444444
132,1,13,2.0,0.0,20.99,0.0,23.04,54.02,5.3,0.0,316.014,0,1,24.444444
133,1,14,2.0,0.0,21.21,0.0,22.39,51.9,5.02,0.0,295.067,0,1,24.444444
134,1,15,2.0,0.0,21.25,0.0,22.3,51.51,3.16,0.0,234.592,0,1,24.444444
135,1,16,2.0,0.0,21.26,0.0,21.7,53.89,3.06,0.0,142.415,0,1,24.444444
136,1,17,2.0,0.0,21.3,0.0,21.05,58.6,4.09,0.0,39.7412,0,1,24.444444
137,1,18,2.0,0.0,20.98,0.0,20.02,46.75,2.42,0.0,0.0,0,1,24.444444
138,1,19,2.0,0.0,20.83,0.0,18.26,21.53,1.95,0.0,0.0,0,1,24.444444
139,1,20,2.0,0.0,20.73,0.0,16.69,18.82,1.39,0.0,0.0,0,1,24.444444
140,1,21,2.0,0.0,20.7,0.0,14.91,19.1,1.56,0.0,0.0,0,1,24.444444
141,1,22,2.0,0.0,20.68,0.0,13.65,16.44,0.76,0.0,0.0,0,1,24.444444
142,1,23,2.0,0.0,19.92,0.0,13.85,17.41,0.48,0.0,0.0,0,1,24.444444
143,1,24,2.0,0.0,19.36,0.0,14.28,18.76,0.48,0.0,0.0,0,1,24.444444
144,1,1,3.0,0.0,18.98,0.0,14.34,15.46,0.0,0.0,0.0,0,1,24.444444
145,1,2,3.0,0.0,18.78,0.0,14.19,15.46,0.0,0.0,0.0,0,1,24.444444
146,1,3,3.0,0.0,18.6,0.0,14.07,15.32,0.0,0.0,0.0,0,1,24.444444
147,1,4,3.0,0.0,18.46,0.0,13.95,15.46,0.0,0.0,0.0,0,1,24.444444
148,1,5,3.0,0.0,18.31,0.0,13.65,15.29,0.0,0.0,0.0,0,1,24.444444
149,1,6,3.0,0.0,18.24,0.0,13.16,15.46,0.0,0.0,0.0,0,1,24.444444
150,1,7,3.0,0.0,19.37,0.0,11.85,18.2,0.67,0.0,0.0,0,1,24.444444
151,1,8,3.0,0.0,20.07,0.0,11.17,27.97,1.81,0.0,0.0,0,1,24.444444
152,1,9,3.0,0.0,20.71,0.0,11.7,60.99,3.33,0.0,166.448,0,1,24.444444
153,1,10,3.0,0.0,20.96,0.0,13.23,52.18,3.62,0.0,240.656,0,1,24.444444
154,1,11,3.0,0.0,21.03,0.0,15.21,51.22,3.72,0.0,277.92,0,1,24.444444
155,1,12,3.0,0.0,21.13,0.0,16.51,52.89,4.42,0.0,283.128,0,1,24.444444
156,1,13,3.0,0.0,20.98,0.0,16.93,57.27,5.3,0.0,364.434,0,1,24.444444
157,1,14,3.0,0.0,21.23,0.0,17.19,53.84,5.02,0.0,388.746,0,1,24.444444
158,1,15,3.0,0.0,21.29,0.0,18.21,44.67,3.16,0.0,386.071,0,1,24.444444
159,1,16,3.0,0.0,21.33,0.0,18.97,49.06,3.07,0.0,271.037,0,1,24.444444
160,1,17,3.0,0.0,21.39,0.0,19.51,49.35,4.09,0.0,110.073,0,1,24.444444
161,1,18,3.0,0.0,21.07,0.0,19.59,41.89,2.43,0.0,11.1155,0,1,24.444444
162,1,19,3.0,0.0,20.9,0.0,18.8,18.45,1.94,0.0,0.0,0,1,24.444444
163,1,20,3.0,0.0,20.77,0.0,18.0,14.86,1.41,0.0,0.0,0,1,24.444444
164,1,21,3.0,0.0,20.72,0.0,16.92,15.1,1.58,0.0,0.0,0,1,24.444444
165,1,22,3.0,0.0,20.71,0.0,16.16,14.41,0.74,0.0,0.0,0,1,24.444444
166,1,23,3.0,0.0,20.1,0.0,16.75,16.26,0.48,0.0,0.0,0,1,24.444444
167,1,24,3.0,0.0,19.71,0.0,17.35,14.76,0.48,0.0,0.0,0,1,24.444444
168,1,1,4.0,0.0,19.42,0.0,17.82,12.76,0.0,0.0,0.0,0,1,24.444444
169,1,2,4.0,0.0,19.21,0.0,18.02,13.7,0.0,0.0,0.0,0,1,24.444444
170,1,3,4.0,0.0,18.98,0.0,18.19,12.28,0.0,0.0,0.0,0,1,24.444444
171,1,4,4.0,0.0,18.85,0.0,18.23,13.01,0.0,0.0,0.0,0,1,24.444444
172,1,5,4.0,0.0,18.74,0.0,18.22,13.99,0.0,0.0,0.0,0,1,24.444444
173,1,6,4.0,0.0,18.75,0.0,18.02,12.5,0.0,0.0,0.0,0,1,24.444444
174,1,7,4.0,0.0,19.57,0.0,17.1,16.05,0.67,0.0,0.0,0,1,24.444444
175,1,8,4.0,0.0,20.23,0.0,16.79,27.34,1.81,0.0,0.0,0,1,24.444444
176,1,9,4.0,0.0,20.86,0.0,17.16,55.94,3.34,0.0,200.418,0,1,24.444444
177,1,10,4.0,0.0,21.09,0.0,18.54,49.86,3.62,0.0,320.081,0,1,24.444444
178,1,11,4.0,0.0,21.2,0.0,20.91,52.43,3.72,0.0,426.219,0,1,24.444444
179,1,12,4.0,0.0,21.37,0.0,23.34,55.4,4.4,0.0,500.591,0,1,24.444444
180,1,13,4.0,0.0,21.38,0.0,24.82,49.29,5.3,0.0,501.666,0,1,24.444444
181,1,14,4.0,0.0,21.56,0.0,26.38,47.88,5.03,0.0,451.27,0,1,24.444444
182,1,15,4.0,0.0,21.6,0.0,29.22,48.44,3.16,0.0,362.457,0,1,24.444444
183,1,16,4.0,0.0,21.6,0.0,31.08,49.15,3.07,0.0,245.231,0,1,24.444444
184,1,17,4.0,0.0,21.61,0.0,32.23,48.17,4.09,0.0,91.2449,0,1,24.444444
185,1,18,4.0,0.0,21.32,0.0,32.49,39.11,2.42,0.0,7.0029,0,1,24.444444
186,1,19,4.0,0.0,21.1,0.0,31.47,20.69,1.96,0.0,0.0,0,1,24.444444
187,1,20,4.0,0.0,20.89,0.0,29.82,15.95,1.38,0.0,0.0,0,1,24.444444
188,1,21,4.0,0.0,20.84,0.0,28.23,16.08,1.58,0.0,0.0,0,1,24.444444
189,1,22,4.0,0.0,20.82,0.0,26.92,14.46,0.76,0.0,0.0,0,1,24.444444
190,1,23,4.0,0.0,20.61,0.0,26.91,13.48,0.48,0.0,0.0,0,1,24.444444
191,1,24,4.0,0.0,20.43,0.0,27.47,15.76,0.48,0.0,0.0,0,1,24.444444
192,1,1,5.0,0.0,20.17,0.0,28.09,13.86,0.0,0.0,0.0,0,1,24.444444
193,1,2,5.0,0.0,20.0,0.0,28.44,14.9,0.0,0.0,0.0,0,1,24.444444
194,1,3,5.0,0.0,19.88,0.0,28.74,14.72,0.0,0.0,0.0,0,1,24.444444
195,1,4,5.0,0.0,19.79,0.0,29.01,15.46,0.0,0.0,0.0,0,1,24.444444
196,1,5,5.0,0.0,19.69,0.0,29.3,15.46,0.0,0.0,0.0,0,1,24.444444
197,1,6,5.0,0.0,19.55,0.0,29.64,15.12,0.0,0.0,0.0,0,1,24.444444
198,1,7,5.0,0.0,19.9,0.0,29.07,19.16,0.67,0.0,0.0,0,1,24.444444
199,1,8,5.0,0.0,20.51,0.0,28.46,33.26,1.81,0.0,0.0,0,1,24.444444
200,1,9,5.0,0.0,21.11,0.0,28.91,66.16,3.34,0.0,167.689,0,1,24.444444
201,1,10,5.0,0.0,21.37,0.0,32.52,60.22,3.63,0.0,288.769,0,1,24.444444
202,1,11,5.0,0.0,21.51,0.0,36.55,58.02,3.72,5.5,391.802,0,1,24.444444
203,1,12,5.0,0.0,21.75,0.0,39.1,55.66,4.42,20.69,448.004,0,1,24.444444
204,1,13,5.0,0.0,21.78,0.0,39.67,58.66,5.31,31.9,439.261,0,1,24.444444
205,1,14,5.0,0.0,21.97,0.0,39.95,58.74,5.02,36.14,352.374,0,1,24.444444
206,1,15,5.0,0.0,22.06,0.0,41.57,53.54,3.17,35.58,269.528,0,1,24.444444
207,1,16,5.0,0.0,22.02,0.0,42.46,56.41,3.07,32.21,130.529,0,1,24.444444
208,1,17,5.0,0.0,21.98,0.0,43.49,58.79,4.09,23.49,33.8496,0,1,24.444444
209,1,18,5.0,0.0,21.66,0.0,44.81,44.44,2.43,13.02,0.0,0,1,24.444444
210,1,19,5.0,0.0,21.31,0.0,45.6,21.98,1.95,7.99,0.0,0,1,24.444444
211,1,20,5.0,0.0,21.09,0.0,46.46,18.08,1.41,5.24,0.0,0,1,24.444444
212,1,21,5.0,0.0,21.01,0.0,47.21,19.22,1.57,1.0,0.0,0,1,24.444444
213,1,22,5.0,0.0,20.97,0.0,47.64,16.43,0.74,0.0,0.0,0,1,24.444444
214,1,23,5.0,0.0,21.07,0.0,47.37,14.3,0.48,0.0,0.0,0,1,24.444444
215,1,24,5.0,0.0,21.11,0.0,47.52,13.18,0.48,0.0,0.0,0,1,24.444444
216,1,1,6.0,0.0,20.98,0.0,48.08,12.35,0.0,0.0,0.0,0,1,24.444444
217,1,2,6.0,0.0,20.85,0.0,48.42,11.18,0.0,0.0,0.0,0,1,24.444444
218,1,3,6.0,0.0,20.75,0.0,48.8,12.78,0.0,0.0,0.0,0,1,24.444444
219,1,4,6.0,0.0,20.7,0.0,49.24,13.16,0.0,0.0,0.0,0,1,24.444444
220,1,5,6.0,0.0,20.69,0.0,49.54,12.82,0.0,0.0,0.0,0,1,24.444444
221,1,6,6.0,0.0,20.68,0.0,49.79,12.89,0.0,0.0,0.0,0,1,24.444444
222,1,7,6.0,0.0,20.28,0.0,52.43,13.94,0.67,0.0,0.0,0,1,24.444444
223,1,8,6.0,0.0,20.84,0.0,51.93,22.75,1.81,0.0,0.0,0,1,24.444444
224,1,9,6.0,0.0,21.36,0.0,52.16,56.94,3.34,0.39,27.818,0,1,24.444444
225,1,10,6.0,0.0,21.57,0.0,54.73,49.47,3.63,12.77,56.079,0,1,24.444444
226,1,11,6.0,0.0,21.63,0.0,56.16,49.86,3.72,27.37,97.5963,0,1,24.444444
227,1,12,6.0,0.0,21.75,0.0,56.24,53.21,4.41,35.54,140.04,0,1,24.444444
228,1,13,6.0,0.0,21.76,0.0,56.1,50.63,5.31,49.0,142.52,0,1,24.444444
229,1,14,6.0,0.0,21.92,0.0,55.69,46.64,5.03,68.28,137.034,0,1,24.444444
230,1,15,6.0,0.0,22.01,0.0,54.88,40.1,3.17,75.78,96.0527,0,1,24.444444
231,1,16,6.0,0.0,22.05,0.0,54.15,44.81,3.07,76.21,38.9878,0,1,24.444444
232,1,17,6.0,0.0,22.08,0.0,54.1,46.81,4.1,76.0,13.4343,0,1,24.444444
233,1,18,6.0,0.0,21.78,0.0,54.76,41.33,2.42,67.55,0.0,0,1,24.444444
234,1,19,6.0,0.0,21.41,0.0,55.35,18.79,1.96,62.19,0.0,0,1,24.444444
235,1,20,6.0,0.0,21.18,0.0,55.24,14.97,1.38,61.55,0.0,0,1,24.444444
236,1,21,6.0,0.0,21.11,0.0,54.84,16.81,1.59,63.8,0.0,0,1,24.444444
237,1,22,6.0,0.0,21.07,0.0,53.9,17.12,0.76,73.45,0.0,0,1,24.444444
238,1,23,6.0,0.0,21.59,0.0,52.93,15.96,0.48,0.0,0.0,0,1,24.444444
239,1,24,6.0,0.0,21.87,0.0,54.61,17.6,0.48,0.0,0.0,0,1,24.444444
240,1,1,7.0,0.0,21.81,0.0,57.3,10.58,0.0,0.0,0.0,0,1,24.444444
241,1,2,7.0,0.0,21.78,0.0,59.04,9.55,0.0,0.0,0.0,0,1,24.444444
242,1,3,7.0,0.0,21.8,0.0,60.37,9.68,0.0,0.0,0.0,0,1,24.444444
243,1,4,7.0,0.0,21.82,0.0,61.77,9.89,0.0,0.0,0.0,0,1,24.444444
244,1,5,7.0,0.0,21.83,0.0,63.27,10.16,0.0,0.0,0.0,0,1,24.444444
245,1,6,7.0,0.0,21.85,0.0,64.53,9.9,0.0,0.0,0.0,0,1,24.444444
246,1,7,7.0,0.0,20.99,0.0,64.91,14.93,0.67,102.59,0.0,0,1,24.444444
247,1,8,7.0,0.0,21.09,0.0,59.99,19.73,1.05,92.71,0.0,0,1,24.444444
248,1,9,7.0,0.0,21.13,0.0,56.76,24.71,1.43,87.83,82.4008,0,1,24.444444
249,1,10,7.0,0.0,21.23,0.0,55.12,25.89,2.01,87.46,191.76,0,1,24.444444
250,1,11,7.0,0.0,21.37,0.0,53.52,24.22,1.81,86.09,301.812,0,1,24.444444
251,1,12,7.0,0.0,21.58,0.0,51.75,25.48,2.2,87.82,389.392,0,1,24.444444
252,1,13,7.0,0.0,21.62,0.0,50.34,20.06,1.91,83.75,423.52,0,1,24.444444
253,1,14,7.0,0.0,21.61,0.0,47.46,18.92,1.81,73.26,420.118,0,1,24.444444
254,1,15,7.0,0.0,21.58,0.0,41.46,17.14,1.43,58.24,349.641,0,1,24.444444
255,1,16,7.0,0.0,21.52,0.0,33.57,16.46,1.24,50.05,256.485,0,1,24.444444
256,1,17,7.0,0.0,21.38,0.0,29.03,16.96,1.34,42.53,110.496,0,1,24.444444
257,1,18,7.0,0.0,20.88,0.0,28.18,13.61,0.67,30.45,7.6067,0,1,24.444444
258,1,19,7.0,0.0,21.38,0.0,27.07,11.65,0.67,0.0,0.0,0,1,24.444444
259,1,20,7.0,0.0,21.48,0.0,27.09,9.17,0.0,0.0,0.0,0,1,24.444444
260,1,21,7.0,0.0,21.38,0.0,27.29,10.34,0.0,0.0,0.0,0,1,24.444444
261,1,22,7.0,0.0,21.31,0.0,27.46,10.38,0.0,0.0,0.0,0,1,24.444444
262,1,23,7.0,0.0,21.11,0.0,27.83,9.14,0.0,0.0,0.0,0,1,24.444444
263,1,24,7.0,0.0,20.96,0.0,28.1,8.48,0.0,0.0,0.0,0,1,24.444444
264,1,1,1.0,0.0,20.97,0.0,28.09,9.75,0.0,0.0,0.0,0,1,24.444444
265,1,2,1.0,0.0,20.84,0.0,28.35,8.63,0.0,0.0,0.0,0,1,24.444444
266,1,3,1.0,0.0,20.71,0.0,28.61,9.65,0.0,0.0,0.0,0,1,24.444444
