,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW),Heating Load (kWh),HVAC Mode (Off/Cooling/Heating),Temperature Set Point (C)
41,1,18,5,0,22.81,0.0,33.56,8.8,3.36,0.23,0.0,0,1,24.444444
42,1,19,5,0,22.82,0.0,31.54,10.3,1.56,0.43,0.0,0,1,24.444444
43,1,20,5,0,22.78,0.0,30.27,10.4,7.2,0.31,0.0,0,1,24.444444
44,1,21,5,0,22.77,0.0,28.97,12.6,4.68,0.42,0.0,0,1,24.444444
45,1,22,5,0,22.75,0.0,27.76,13.8,16.56,0.43,0.0,0,1,24.444444
46,1,23,5,0,22.62,0.0,26.92,9.6,2.16,0.0,0.0,0,1,24.444444
47,1,24,5,0,22.58,0.0,25.54,10.2,1.56,0.0,0.0,0,1,24.444444
48,1,1,6,0,22.54,0.0,24.56,7.5,0.84,0.0,0.0,0,1,24.444444
49,1,2,6,0,22.48,0.0,23.84,6.0,0.84,0.0,0.0,0,1,24.444444
50,1,3,6,0,22.48,0.0,23.06,4.3,0.12,0.0,0.0,0,1,24.444444
51,1,4,6,0,22.48,0.0,22.57,6.0,0.36,0.0,0.0,0,1,24.444444
52,1,5,6,0,22.48,0.0,22.19,5.7,1.2,0.0,0.0,0,1,24.444444
53,1,6,6,0,22.48,0.0,21.75,3.3,2.88,0.0,0.0,0,1,24.444444
54,1,7,6,0,22.48,0.0,21.27,4.5,3.96,0.0,0.0,0,1,24.444444
55,1,8,6,0,22.48,0.0,20.6,9.3,10.56,0.0,0.0,0,1,24.444444
56,1,9,6,0,22.48,0.0,19.36,9.2,3.48,0.0,148.982,0,1,24.444444
57,1,10,6,0,22.48,0.0,18.03,7.5,4.56,0.0,209.928,0,1,24.444444
58,1,11,6,0,22.48,0.0,17.12,5.7,5.52,0.0,298.434,0,1,24.444444
59,1,12,6,0,22.52,0.0,16.43,13.2,6.84,0.0,312.11,0,1,24.444444
60,1,13,6,0,22.5,0.0,16.03,8.2,4.2,0.0,332.169,0,1,24.444444
61,1,14,6,0,22.5,0.0,15.67,6.3,2.28,0.0,360.719,0,1,24.444444
62,1,15,6,0,22.61,0.0,15.07,10.2,3.84,0.0,362.224,0,1,24.444444
63,1,16,6,0,22.66,0.0,14.51,9.3,5.4,0.0,265.818,0,1,24.444444
64,1,17,6,0,22.64,0.0,14.42,10.3,2.76,0.0,89.0051,0,1,24.444444
65,1,18,6,0,22.58,0.0,15.0,10.8,4.8,0.0,0.0,0,1,24.444444
66,1,19,6,0,22.6,0.0,16.09,12.5,3.6,0.0,0.0,0,1,24.444444
67,1,20,6,0,22.55,0.0,17.13,8.7,5.28,0.0,0.0,0,1,24.444444
68,1,21,6,0,22.55,0.0,18.04,11.8,1.08,0.0,0.0,0,1,24.444444
69,1,22,6,0,22.53,0.0,19.17,10.1,0.96,0.0,0.0,0,1,24.444444
70,1,23,6,0,22.52,0.0,20.03,10.1,1.2,0.0,0.0,0,1,24.444444
71,1,24,6,0,22.5,0.0,20.37,9.1,1.44,0.0,0.0,0,1,24.444444
72,1,1,7,0,22.48,0.0,20.54,4.0,0.6,0.0,0.0,0,1,24.444444
73,1,2,7,0,22.48,0.0,20.77,5.0,2.88,0.0,0.0,0,1,24.444444
74,1,3,7,0,22.48,0.0,21.18,4.3,0.96,0.0,0.0,0,1,24.444444
75,1,4,7,0,22.48,0.0,21.67,3.3,0.72,0.0,0.0,0,1,24.444444
76,1,5,7,0,22.48,0.0,22.38,7.0,0.36,0.0,0.0,0,1,24.444444
77,1,6,7,0,22.48,0.0,23.42,3.5,0.36,0.0,0.0,0,1,24.444444
78,1,7,7,0,22.48,0.0,24.46,3.8,1.44,0.0,0.0,0,1,24.444444
79,1,8,7,0,22.48,0.0,25.69,3.8,6.6,0.0,0.0,0,1,24.444444
80,1,9,7,0,22.48,0.0,26.9,4.3,3.0,0.0,167.061,0,1,24.444444
81,1,10,7,0,22.48,0.0,28.04,4.2,5.88,0.0,239.717,0,1,24.444444
82,1,11,7,0,22.48,0.0,28.8,3.9,7.2,0.0,274.493,0,1,24.444444
83,1,12,7,0,22.5,0.0,29.66,5.0,9.6,0.0,254.904,0,1,24.444444
84,1,13,7,0,22.61,0.0,30.35,7.7,6.84,0.0,276.912,0,1,24.444444
85,1,14,7,0,22.72,0.0,31.4,7.9,7.56,0.0,247.426,0,1,24.444444
86,1,15,7,0,22.87,0.0,32.91,10.0,1.44,0.64,205.656,0,1,24.444444
87,1,16,7,0,22.81,0.0,34.44,5.0,4.2,0.01,115.319,0,1,24.444444
88,1,17,7,0,22.76,0.0,35.77,5.9,7.08,0.01,19.8617,0,1,24.444444
89,1,18,7,0,22.81,0.0,37.48,10.2,3.24,0.53,0.0,0,1,24.444444
90,1,19,7,0,22.92,0.0,39.25,13.0,5.16,1.25,0.0,0,1,24.444444
91,1,20,7,0,22.9,0.0,41.47,11.1,7.2,0.89,0.0,0,1,24.444444
92,1,21,7,0,22.83,0.0,43.5,8.6,3.12,0.43,0.0,0,1,24.444444
93,1,22,7,0,22.95,0.0,44.94,13.6,1.92,1.52,0.0,0,1,24.444444
94,1,23,7,0,22.92,0.0,46.69,11.3,8.28,1.1,0.0,0,1,24.444444
95,1,24,7,0,22.83,0.0,48.07,8.7,1.2,0.46,0.0,0,1,24.444444
96,1,1,1,0,22.73,0.0,48.83,6.1,4.56,0.06,0.0,0,1,24.444444
97,1,2,1,0,22.8,0.0,49.13,10.4,2.04,0.77,0.0,0,1,24.444444
98,1,3,1,0,22.87,0.0,50.03,11.4,1.2,1.15,0.0,0,1,24.444444
99,1,4,1,0,22.83,0.0,51.29,8.9,0.84,0.68,0.0,0,1,24.444444
100,1,5,1,0,22.77,0.0,52.1,6.9,0.36,0.37,0.0,0,1,24.444444
101,1,6,1,0,22.77,0.0,52.75,7.0,0.6,0.39,0.0,0,1,24.444444
102,1,7,1,0,22.83,0.0,53.15,11.1,0.6,1.13,0.0,0,1,24.444444
103,1,8,1,0,22.77,0.0,53.78,6.0,7.8,0.24,0.0,0,1,24.444444
104,1,9,1,0,22.73,0.0,53.97,4.8,8.88,0.06,35.0533,0,1,24.444444
105,1,10,1,0,22.75,0.0,53.72,5.8,9.48,0.19,83.3007,0,1,24.444444
106,1,11,1,0,22.78,0.0,53.63,5.3,10.56,0.28,133.474,0,1,24.444444
107,1,12,1,0,22.99,0.0,53.05,10.7,8.64,2.12,161.289,0,1,24.444444
108,1,13,1,0,23.01,0.0,53.26,5.6,7.32,1.31,205.484,0,1,24.444444
109,1,14,1,0,23.32,0.0,52.67,10.5,6.0,3.72,208.856,0,1,24.444444
110,1,15,1,0,23.59,0.0,52.71,11.5,1.92,5.71,162.253,0,1,24.444444
111,1,16,1,0,23.62,0.0,53.8,9.8,6.84,5.38,119.52,0,1,24.444444
112,1,17,1,0,23.62,0.0,55.13,10.9,3.48,5.69,23.3456,0,1,24.444444
113,1,18,1,0,23.57,0.0,56.56,11.8,8.88,4.75,0.0,0,1,24.444444
114,1,19,1,0,23.46,0.0,57.05,11.4,8.88,3.51,0.0,0,1,24.444444
115,1,20,1,0,23.43,0.0,55.56,13.0,2.64,3.4,0.0,0,1,24.444444
116,1,21,1,0,23.23,0.0,52.28,12.2,7.8,1.58,0.0,0,1,24.444444
117,1,22,1,0,22.82,0.0,48.87,5.8,10.32,0.01,0.0,0,1,24.444444
118,1,23,1,0,22.7,0.0,44.36,6.9,1.8,0.0,0.0,0,1,24.444444
119,1,24,1,0,22.62,0.0,40.04,7.5,9.72,0.0,0.0,0,1,24.444444
120,1,1,2,0,22.56,0.0,36.23,5.7,1.68,0.0,0.0,0,1,24.444444
121,1,2,2,0,22.49,0.0,32.81,4.3,0.12,0.0,0.0,0,1,24.444444
122,1,3,2,0,22.48,0.0,29.46,6.5,0.12,0.0,0.0,0,1,24.444444
123,1,4,2,0,22.48,0.0,26.72,4.5,0.12,0.0,0.0,0,1,24.444444
124,1,5,2,0,22.48,0.0,24.55,3.2,0.48,0.0,0.0,0,1,24.444444
125,1,6,2,0,22.48,0.0,22.82,4.3,2.04,0.0,0.0,0,1,24.444444
126,1,7,2,0,22.48,0.0,21.69,4.0,1.92,0.0,0.0,0,1,24.444444
127,1,8,2,0,22.48,0.0,20.74,5.1,8.52,0.0,0.0,0,1,24.444444
128,1,9,2,0,22.48,0.0,19.61,3.8,9.12,0.0,94.531,0,1,24.444444
129,1,10,2,0,22.48,0.0,18.45,6.4,7.32,0.0,180.835,0,1,24.444444
130,1,11,2,0,22.48,0.0,16.95,6.0,3.48,0.0,242.911,0,1,24.444444
131,1,12,2,0,22.48,0.0,15.76,10.0,3.48,0.0,319.648,0,1,24.444444
132,1,13,2,0,22.48,0.0,14.64,4.8,2.16,0.0,316.014,0,1,24.444444
133,1,14,2,0,22.48,0.0,13.97,11.9,1.68,0.0,295.067,0,1,24.444444
134,1,15,2,0,22.48,0.0,13.41,8.8,0.72,0.0,234.592,0,1,24.444444
135,1,16,2,0,22.48,0.0,12.78,9.8,3.48,0.0,142.415,0,1,24.444444
136,1,17,2,0,22.48,0.0,12.14,9.3,2.76,0.0,39.7412,0,1,24.444444
137,1,18,2,0,22.48,0.0,11.72,11.7,1.68,0.0,0.0,0,1,24.444444
138,1,19,2,0,22.48,0.0,11.66,11.4,3.72,0.0,0.0,0,1,24.444444
139,1,20,2,0,22.48,0.0,11.91,9.1,4.8,0.0,0.0,0,1,24.444444
140,1,21,2,0,22.48,0.0,12.16,11.5,4.8,0.0,0.0,0,1,24.444444
141,1,22,2,0,22.51,0.0,12.37,18.8,4.44,0.0,0.0,0,1,24.444444
142,1,23,2,0,22.48,0.0,12.45,12.5,0.84,0.0,0.0,0,1,24.444444
143,1,24,2,0,22.48,0.0,12.45,16.3,0.48,0.0,0.0,0,1,24.444444
144,1,1,3,0,22.48,0.0,12.45,4.9,0.48,0.0,0.0,0,1,24.444444
145,1,2,3,0,22.48,0.0,12.53,5.8,0.84,0.0,0.0,0,1,24.444444
146,1,3,3,0,22.48,0.0,12.55,3.9,0.36,0.0,0.0,0,1,24.444444
147,1,4,3,0,22.48,0.0,12.53,4.7,3.48,0.0,0.0,0,1,24.444444
148,1,5,3,0,22.47,0.0,12.52,4.4,0.36,0.0,0.0,0,1,24.444444
149,1,6,3,0,22.46,0.0,12.44,4.3,1.44,0.0,0.0,0,1,24.444444
150,1,7,3,0,22.44,0.0,12.37,4.4,3.96,0.0,0.0,0,1,24.444444
151,1,8,3,0,22.47,0.0,12.25,4.8,14.76,0.0,0.0,0,1,24.444444
152,1,9,3,0,22.48,0.0,11.87,4.8,5.64,0.0,166.448,0,1,24.444444
153,1,10,3,0,22.48,0.0,11.38,9.1,6.96,0.0,240.656,0,1,24.444444
154,1,11,3,0,22.48,0.0,10.91,4.6,6.96,0.0,277.92,0,1,24.444444
155,1,12,3,0,22.48,0.0,10.49,8.7,6.48,0.0,283.128,0,1,24.444444
156,1,13,3,0,22.48,0.0,10.25,5.7,0.72,0.0,364.434,0,1,24.444444
157,1,14,3,0,22.48,0.0,10.17,9.4,6.0,0.0,388.746,0,1,24.444444
158,1,15,3,0,22.49,0.0,10.29,10.5,3.12,0.0,386.071,0,1,24.444444
159,1,16,3,0,22.49,0.0,10.48,10.0,4.92,0.0,271.037,0,1,24.444444
160,1,17,3,0,22.48,0.0,10.67,8.6,1.68,0.0,110.073,0,1,24.444444
161,1,18,3,0,22.48,0.0,11.21,9.4,5.76,0.0,11.1155,0,1,24.444444
162,1,19,3,0,22.48,0.0,12.14,9.1,1.32,0.0,0.0,0,1,24.444444
163,1,20,3,0,22.48,0.0,13.14,10.7,5.4,0.0,0.0,0,1,24.444444
164,1,21,3,0,22.48,0.0,13.96,12.3,7.8,0.0,0.0,0,1,24.444444
165,1,22,3,0,22.48,0.0,14.64,11.6,2.4,0.0,0.0,0,1,24.444444
166,1,23,3,0,22.48,0.0,15.39,8.8,0.96,0.0,0.0,0,1,24.444444
167,1,24,3,0,22.48,0.0,16.02,7.1,0.48,0.0,0.0,0,1,24.444444
168,1,1,4,0,22.48,0.0,16.56,7.7,0.72,0.0,0.0,0,1,24.444444
169,1,2,4,0,22.48,0.0,16.84,4.5,1.2,0.0,0.0,0,1,24.444444
170,1,3,4,0,22.48,0.0,17.06,7.0,0.6,0.0,0.0,0,1,24.444444
171,1,4,4,0,22.48,0.0,17.1,4.3,3.6,0.0,0.0,0,1,24.444444
172,1,5,4,0,22.48,0.0,17.06,10.5,0.24,0.0,0.0,0,1,24.444444
173,1,6,4,0,22.48,0.0,17.24,6.8,2.16,0.0,0.0,0,1,24.444444
174,1,7,4,0,22.48,0.0,17.59,6.1,6.48,0.0,0.0,0,1,24.444444
175,1,8,4,0,22.48,0.0,17.82,7.7,14.88,0.0,0.0,0,1,24.444444
176,1,9,4,0,22.48,0.0,17.39,7.9,6.84,0.0,200.418,0,1,24.444444
177,1,10,4,0,22.48,0.0,16.55,7.6,4.56,0.0,320.081,0,1,24.444444
178,1,11,4,0,22.51,0.0,16.24,9.7,9.96,0.0,426.219,0,1,24.444444
179,1,12,4,0,22.56,0.0,16.73,8.7,6.72,0.0,500.591,0,1,24.444444
180,1,13,4,0,22.66,0.0,17.72,11.8,1.08,0.13,501.666,0,1,24.444444
181,1,14,4,0,22.67,0.0,19.21,8.5,1.08,0.07,451.27,0,1,24.444444
182,1,15,4,0,22.74,0.0,20.79,10.7,1.08,0.45,362.457,0,1,24.444444
183,1,16,4,0,22.73,0.0,21.87,9.2,0.84,0.24,245.231,0,1,24.444444
184,1,17,4,0,22.69,0.0,22.98,8.4,3.24,0.0,91.2449,0,1,24.444444
185,1,18,4,0,22.63,0.0,23.97,9.1,8.88,0.0,7.0029,0,1,24.444444
186,1,19,4,0,22.65,0.0,24.62,10.3,7.68,0.0,0.0,0,1,24.444444
187,1,20,4,0,22.61,0.0,25.26,7.8,5.28,0.0,0.0,0,1,24.444444
188,1,21,4,0,22.62,0.0,25.46,10.2,1.44,0.0,0.0,0,1,24.444444
189,1,22,4,0,22.61,0.0,25.57,8.8,1.56,0.0,0.0,0,1,24.444444
190,1,23,4,0,22.67,0.0,25.47,13.5,2.64,0.08,0.0,0,1,24.444444
191,1,24,4,0,22.68,0.0,25.72,13.6,0.72,0.13,0.0,0,1,24.444444
192,1,1,5,0,22.62,0.0,26.5,9.4,0.6,0.0,0.0,0,1,24.444444
193,1,2,5,0,22.58,0.0,27.75,8.7,0.36,0.0,0.0,0,1,24.444444
194,1,3,5,0,22.57,0.0,28.85,9.1,0.6,0.0,0.0,0,1,24.444444
195,1,4,5,0,22.59,0.0,29.62,10.7,0.36,0.0,0.0,0,1,24.444444
196,1,5,5,0,22.57,0.0,30.22,9.3,0.24,0.0,0.0,0,1,24.444444
197,1,6,5,0,22.57,0.0,30.53,10.6,1.8,0.0,0.0,0,1,24.444444
198,1,7,5,0,22.57,0.0,30.55,10.4,2.04,0.0,0.0,0,1,24.444444
199,1,8,5,0,22.55,0.0,30.4,8.2,17.52,0.0,0.0,0,1,24.444444
200,1,9,5,0,22.59,0.0,29.84,9.2,5.04,0.0,167.689,0,1,24.444444
201,1,10,5,0,22.81,0.0,29.41,12.9,3.24,0.38,288.769,0,1,24.444444
202,1,11,5,0,22.95,0.0,29.85,10.9,7.44,0.81,391.802,0,1,24.444444
203,1,12,5,0,23.06,0.0,30.87,9.5,1.08,1.36,448.004,0,1,24.444444
204,1,13,5,0,23.2,0.0,31.8,8.8,0.96,1.94,439.261,0,1,24.444444
205,1,14,5,0,23.39,0.0,32.82,10.8,3.12,3.1,352.374,0,1,24.444444
206,1,15,5,0,23.45,0.0,34.3,10.0,0.84,3.31,269.528,0,1,24.444444
207,1,16,5,0,23.46,0.0,35.74,10.2,3.48,3.08,130.529,0,1,24.444444
208,1,17,5,0,23.31,0.0,37.19,7.3,5.16,1.38,33.8496,0,1,24.444444
209,1,18,5,0,23.26,0.0,38.76,8.9,3.48,1.55,0.0,0,1,24.444444
210,1,19,5,0,23.25,0.0,40.19,8.9,2.52,1.64,0.0,0,1,24.444444
211,1,20,5,0,23.23,0.0,41.85,9.4,5.76,1.66,0.0,0,1,24.444444
212,1,21,5,0,23.22,0.0,43.03,10.5,2.4,1.74,0.0,0,1,24.444444
213,1,22,5,0,23.23,0.0,43.74,12.4,10.56,2.09,0.0,0,1,24.444444
214,1,23,5,0,23.14,0.0,44.46,10.8,4.08,1.39,0.0,0,1,24.444444
215,1,24,5,0,23.05,0.0,45.33,10.2,0.72,1.1,0.0,0,1,24.444444
216,1,1,6,0,22.82,0.0,46.44,4.8,0.48,0.08,0.0,0,1,24.444444
217,1,2,6,0,22.77,0.0,47.05,6.6,0.6,0.26,0.0,0,1,24.444444
218,1,3,6,0,22.71,0.0,48.21,4.1,0.48,0.0,0.0,0,1,24.444444
219,1,4,6,0,22.71,0.0,49.57,5.2,0.36,0.06,0.0,0,1,24.444444
220,1,5,6,0,22.69,0.0,50.75,4.2,0.96,0.01,0.0,0,1,24.444444
221,1,6,6,0,22.73,0.0,51.38,8.1,5.04,0.46,0.0,0,1,24.444444
222,1,7,6,0,22.68,0.0,52.01,4.3,4.2,0.0,0.0,0,1,24.444444
223,1,8,6,0,22.71,0.0,51.93,7.2,15.24,0.24,0.0,0,1,24.444444
224,1,9,6,0,22.71,0.0,51.56,6.9,6.84,0.13,27.818,0,1,24.444444
225,1,10,6,0,22.71,0.0,51.37,6.3,4.56,0.14,56.079,0,1,24.444444
226,1,11,6,0,22.77,0.0,51.66,7.9,6.6,0.56,97.5963,0,1,24.444444
227,1,12,6,0,22.88,0.0,52.08,9.5,4.08,1.18,140.04,0,1,24.444444
228,1,13,6,0,23.04,0.0,52.53,11.0,1.68,2.02,142.52,0,1,24.444444
229,1,14,6,0,23.03,0.0,54.41,7.0,5.28,1.45,137.034,0,1,24.444444
230,1,15,6,0,23.26,0.0,54.93,11.5,2.16,3.32,96.0527,0,1,24.444444
231,1,16,6,0,23.3,0.0,56.45,11.0,1.8,3.28,38.9878,0,1,24.444444
232,1,17,6,0,23.22,0.0,58.31,8.3,1.44,2.03,13.4343,0,1,24.444444
233,1,18,6,0,23.26,0.0,59.91,10.0,3.0,3.1,0.0,0,1,24.444444
234,1,19,6,0,23.28,0.0,61.27,9.1,3.0,3.23,0.0,0,1,24.444444
235,1,20,6,0,23.3,0.0,62.38,9.4,4.44,3.48,0.0,0,1,24.444444
236,1,21,6,0,23.55,0.0,61.78,14.8,1.56,6.98,0.0,0,1,24.444444
237,1,22,6,0,23.57,0.0,62.25,12.3,1.8,6.09,0.0,0,1,24.444444
238,1,23,6,0,23.53,0.0,64.33,9.2,1.32,4.76,0.0,0,1,24.444444
239,1,24,6,0,23.61,0.0,66.71,11.4,1.56,7.22,0.0,0,1,24.444444
240,1,1,7,0,23.32,0.0,70.11,3.7,0.36,2.0,0.0,0,1,24.444444
241,1,2,7,0,23.28,0.0,72.49,4.2,0.6,2.81,0.0,0,1,24.444444
242,1,3,7,0,23.28,0.0,74.27,3.7,0.36,2.96,0.0,0,1,24.444444
243,1,4,7,0,23.28,0.0,75.91,3.6,0.6,3.18,0.0,0,1,24.444444
244,1,5,7,0,23.37,0.0,76.28,6.3,0.12,5.0,0.0,0,1,24.444444
245,1,6,7,0,23.33,0.0,76.96,3.7,0.48,3.7,0.0,0,1,24.444444
246,1,7,7,0,23.33,0.0,77.13,4.1,2.16,3.95,0.0,0,1,24.444444
247,1,8,7,0,23.31,0.0,76.52,3.5,6.72,3.28,0.0,0,1,24.444444
248,1,9,7,0,23.36,0.0,74.81,5.2,4.08,4.08,82.4008,0,1,24.444444
249,1,10,7,0,23.45,0.0,72.51,4.3,9.72,4.82,191.76,0,1,24.444444
250,1,11,7,0,23.58,0.0,68.04,5.7,21.12,9.26,301.812,0,1,24.444444
251,1,12,7,0,23.65,0.0,63.76,4.3,12.48,10.07,389.392,0,1,24.444444
252,1,13,7,0,23.72,0.0,60.81,4.4,7.44,11.08,423.52,0,1,24.444444
253,1,14,7,0,23.97,0.0,54.46,11.3,12.72,18.39,420.118,0,1,24.444444
254,1,15,7,0,24.03,0.0,47.14,10.4,5.28,16.59,349.641,0,1,24.444444
255,1,16,7,0,23.96,0.0,40.36,5.6,4.08,10.57,256.485,0,1,24.444444
256,1,17,7,0,23.85,0.0,36.91,4.4,5.64,7.28,110.496,0,1,24.444444
257,1,18,7,0,23.85,0.0,34.9,9.1,11.28,7.1,7.6067,0,1,24.444444
258,1,19,7,0,23.67,0.0,33.89,5.8,4.08,3.74,0.0,0,1,24.444444
259,1,20,7,0,23.66,0.0,32.7,10.1,7.2,4.95,0.0,0,1,24.444444
260,1,21,7,0,23.7,0.0,32.02,12.6,3.36,5.5,0.0,0,1,24.444444
261,1,22,7,0,23.56,0.0,31.87,9.3,1.68,2.85,0.0,0,1,24.444444
262,1,23,7,0,23.35,0.0,32.22,9.5,6.0,1.69,0.0,0,1,24.444444
263,1,24,7,0,23.19,0.0,32.4,9.8,0.84,1.25,0.0,0,1,24.444444
264,1,1,1,0,23.03,0.0,32.69,8.7,0.96,0.67,0.0,0,1,24.444444
265,1,2,1,0,22.74,0.0,33.18,4.6,1.56,0.0,0.0,0,1,24.444444
266,1,3,1,0,22.73,0.0,33.06,9.5,0.12,0.16,0.0,0,1,24.444444
267,1,4,1,0,22.6,0.0,33.28,3.3,0.48,0.0,0.0,0,1,24.444444
268,1,5,1,0,22.55,0.0,33.34,3.4,0.12,0.0,0.0,0,1,24.444444
269,1,6,1,0,22.53,0.0,33.24,4.4,0.12,0.0,0.0,0,1,24.444444
270,1,7,1,0,22.58,0.0,32.95,9.1,1.08,0.0,0.0,0,1,24.444444
271,1,8,1,0,22.53,0.0,33.14,3.3,4.56,0.0,0.0,0,1,24.444444
272,1,9,1,0,22.62,0.0,33.06,5.9,6.72,0.0,189.159,0,1,24.444444
273,1,10,1,0,22.92,0.0,32.16,5.6,12.96,0.4,355.317,0,1,24.444444
274,1,11,1,0,23.12,0.0,30.79,5.8,17.76,1.83,480.298,0,1,24.444444
275,1,12,1,0,23.37,0.0,29.5,10.1,9.84,4.83,514.914,0,1,24.444444
276,1,13,1,0,23.39,0.0,28.67,4.7,6.36,3.53,513.373,0,1,24.444444
277,1,14,1,0,23.6,0.0,27.61,11.0,7.44,7.75,461.385,0,1,24.444444
278,1,15,1,0,23.65,0.0,26.92,10.0,3.36,7.57,347.957,0,1,24.444444
279,1,16,1,0,23.66,0.0,26.25,10.3,3.48,7.45,236.652,0,1,24.444444
280,1,17,1,0,23.66,0.0,25.82,11.3,7.2,6.7,90.6711,0,1,24.444444
281,1,18,1,0,23.61,0.0,26.16,11.8,9.84,5.07,7.18555,0,1,24.444444
282,1,19,1,0,23.54,0.0,26.99,10.2,10.44,3.59,0.0,0,1,24.444444
283,1,20,1,0,23.49,0.0,28.21,10.6,7.32,3.04,0.0,0,1,24.444444
284,1,21,1,0,23.55,0.0,29.46,14.2,4.92,4.54,0.0,0,1,24.444444
285,1,22,1,0,23.2,0.0,31.67,5.5,3.72,0.8,0.0,0,1,24.444444
286,1,23,1,0,23.21,0.0,33.9,9.7,3.0,1.43,0.0,0,1,24.444444
287,1,24,1,0,23.15,0.0,36.11,8.9,4.44,1.18,0.0,0,1,24.444444
288,1,1,2,0,22.95,0.0,38.89,4.7,0.84,0.45,0.0,0,1,24.444444
289,1,2,2,0,22.86,0.0,41.85,3.7,0.24,0.31,0.0,0,1,24.444444
