,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW),Heating Load (kWh),HVAC Mode (Off/Cooling/Heating),Temperature Set Point (C),Occupant Count (people)
40,1,17,5,0,23.02,0.0,35.34,9.9,3.96,0.49,25.4838,0,1,24.444444,3
41,1,18,5,0,22.95,0.0,33.07,11.4,1.08,0.6,0.0,0,1,24.444444,3
42,1,19,5,0,23.02,0.0,31.04,14.1,1.44,1.11,0.0,0,1,24.444444,3
43,1,20,5,0,23.07,0.0,29.65,17.4,5.04,1.57,0.0,0,1,24.444444,3
44,1,21,5,0,23.06,0.0,28.4,19.0,1.44,1.59,0.0,0,1,24.444444,3
45,1,22,5,0,22.92,0.0,27.46,15.6,8.76,0.69,0.0,0,1,24.444444,3
46,1,23,5,0,22.82,0.0,26.58,18.1,1.56,0.69,0.0,0,1,24.444444,3
47,1,24,5,0,22.71,0.0,25.29,15.1,1.8,0.21,0.0,0,1,24.444444,3
48,1,1,6,0,22.58,0.0,24.6,8.0,0.0,0.0,0.0,0,1,24.444444,3
49,1,2,6,0,22.52,0.0,23.82,8.0,0.6,0.0,0.0,0,1,24.444444,3
50,1,3,6,0,22.48,0.0,23.07,7.2,0.0,0.0,0.0,0,1,24.444444,3
51,1,4,6,0,22.48,0.0,22.58,7.8,0.0,0.0,0.0,0,1,24.444444,3
52,1,5,6,0,22.48,0.0,22.2,6.6,0.12,0.0,0.0,0,1,24.444444,3
53,1,6,6,0,22.48,0.0,21.77,7.2,1.2,0.0,0.0,0,1,24.444444,3
54,1,7,6,0,22.48,0.0,21.29,5.3,6.0,0.0,0.0,0,1,24.444444,3
55,1,8,6,0,22.48,0.0,20.63,10.0,16.44,0.0,0.0,0,1,24.444444,3
56,1,9,6,0,22.48,0.0,19.4,9.6,7.8,0.0,148.982,0,1,24.444444,3
57,1,10,6,0,22.48,0.0,18.06,11.3,4.32,0.0,209.928,0,1,24.444444,3
58,1,11,6,0,22.48,0.0,17.15,7.3,3.36,0.0,298.434,0,1,24.444444,3
59,1,12,6,0,22.49,0.0,16.49,10.8,5.28,0.0,312.11,0,1,24.444444,3
60,1,13,6,0,22.5,0.0,16.05,9.4,2.4,0.0,332.169,0,1,24.444444,3
61,1,14,6,0,22.54,0.0,15.64,9.5,5.64,0.0,360.719,0,1,24.444444,3
62,1,15,6,0,22.68,0.0,15.01,12.5,0.84,0.04,362.224,0,1,24.444444,3
63,1,16,6,0,22.77,0.0,14.41,13.3,1.08,0.26,265.818,0,1,24.444444,3
64,1,17,6,0,22.69,0.0,14.39,10.1,4.68,0.0,89.0051,0,1,24.444444,3
65,1,18,6,0,22.62,0.0,14.97,11.6,1.2,0.0,0.0,0,1,24.444444,3
66,1,19,6,0,22.66,0.0,16.04,14.5,4.68,0.01,0.0,0,1,24.444444,3
67,1,20,6,0,22.73,0.0,16.97,19.6,2.16,0.52,0.0,0,1,24.444444,3
68,1,21,6,0,22.7,0.0,17.94,16.9,1.56,0.17,0.0,0,1,24.444444,3
69,1,22,6,0,22.68,0.0,19.09,17.3,0.72,0.2,0.0,0,1,24.444444,3
70,1,23,6,0,22.68,0.0,19.96,16.9,3.6,0.18,0.0,0,1,24.444444,3
71,1,24,6,0,22.59,0.0,20.38,10.7,0.96,0.0,0.0,0,1,24.444444,3
72,1,1,7,0,22.52,0.0,20.59,8.4,1.2,0.0,0.0,0,1,24.444444,3
73,1,2,7,0,22.5,0.0,20.83,9.8,1.2,0.0,0.0,0,1,24.444444,3
74,1,3,7,0,22.48,0.0,21.25,6.8,0.24,0.0,0.0,0,1,24.444444,3
75,1,4,7,0,22.48,0.0,21.73,7.2,0.12,0.0,0.0,0,1,24.444444,3
76,1,5,7,0,22.48,0.0,22.41,6.7,0.48,0.0,0.0,0,1,24.444444,3
77,1,6,7,0,22.48,0.0,23.42,5.9,1.8,0.0,0.0,0,1,24.444444,3
78,1,7,7,0,22.48,0.0,24.46,9.7,0.6,0.0,0.0,0,1,24.444444,3
79,1,8,7,0,22.48,0.0,25.7,6.7,9.48,0.0,0.0,0,1,24.444444,3
80,1,9,7,0,22.49,0.0,26.9,8.3,4.08,0.0,167.061,0,1,24.444444,3
81,1,10,7,0,22.5,0.0,28.01,7.5,11.52,0.0,239.717,0,1,24.444444,3
82,1,11,7,0,22.53,0.0,28.71,8.1,16.32,0.0,274.493,0,1,24.444444,3
83,1,12,7,0,22.68,0.0,29.34,12.4,13.8,0.01,254.904,0,1,24.444444,3
84,1,13,7,0,22.83,0.0,29.98,13.4,6.24,0.53,276.912,0,1,24.444444,3
85,1,14,7,0,22.86,0.0,31.18,11.0,9.6,0.62,247.426,0,1,24.444444,3
86,1,15,7,0,23.24,0.0,31.98,17.4,4.32,2.59,205.656,0,1,24.444444,3
87,1,16,7,0,23.06,0.0,33.78,9.6,3.84,0.91,115.319,0,1,24.444444,3
88,1,17,7,0,22.88,0.0,35.44,7.6,3.36,0.29,19.8617,0,1,24.444444,3
89,1,18,7,0,22.93,0.0,37.19,11.5,5.52,0.93,0.0,0,1,24.444444,3
90,1,19,7,0,22.87,0.0,39.39,8.5,6.12,0.48,0.0,0,1,24.444444,3
91,1,20,7,0,23.08,0.0,40.68,15.5,2.4,1.92,0.0,0,1,24.444444,3
92,1,21,7,0,23.19,0.0,42.27,17.3,2.16,2.54,0.0,0,1,24.444444,3
93,1,22,7,0,23.14,0.0,44.21,14.2,2.64,1.84,0.0,0,1,24.444444,3
94,1,23,7,0,23.23,0.0,45.56,17.0,1.68,2.87,0.0,0,1,24.444444,3
95,1,24,7,0,23.09,0.0,47.0,13.1,0.96,1.38,0.0,0,1,24.444444,3
96,1,1,1,0,22.94,0.0,47.9,10.7,1.32,0.71,0.0,0,1,24.444444,3
97,1,2,1,0,22.87,0.0,48.72,8.6,3.0,0.56,0.0,0,1,24.444444,3
98,1,3,1,0,23.13,0.0,48.98,16.7,0.84,2.72,0.0,0,1,24.444444,3
99,1,4,1,0,22.93,0.0,50.55,8.7,0.36,0.69,0.0,0,1,24.444444,3
100,1,5,1,0,22.95,0.0,51.22,11.5,0.12,1.28,0.0,0,1,24.444444,3
101,1,6,1,0,22.84,0.0,52.24,6.8,0.48,0.39,0.0,0,1,24.444444,3
102,1,7,1,0,22.9,0.0,52.74,11.3,1.8,1.27,0.0,0,1,24.444444,3
103,1,8,1,0,22.88,0.0,53.22,9.3,5.76,0.86,0.0,0,1,24.444444,3
104,1,9,1,0,22.79,0.0,53.55,6.1,3.24,0.18,35.0533,0,1,24.444444,3
105,1,10,1,0,22.82,0.0,53.28,7.9,1.92,0.65,83.3007,0,1,24.444444,3
106,1,11,1,0,22.9,0.0,52.89,9.4,17.76,1.3,133.474,0,1,24.444444,3
107,1,12,1,0,23.27,0.0,51.72,15.0,6.6,3.77,161.289,0,1,24.444444,3
108,1,13,1,0,23.25,0.0,52.03,8.8,11.52,2.42,205.484,0,1,24.444444,3
109,1,14,1,0,23.59,0.0,51.22,13.9,6.96,6.33,208.856,0,1,24.444444,3
110,1,15,1,0,23.7,0.0,51.65,11.8,3.0,6.96,162.253,0,1,24.444444,3
111,1,16,1,0,23.79,0.0,52.34,13.4,10.56,9.12,119.52,0,1,24.444444,3
112,1,17,1,0,23.78,0.0,53.53,13.1,4.68,8.09,23.3456,0,1,24.444444,3
113,1,18,1,0,23.72,0.0,54.96,13.3,6.72,6.31,0.0,0,1,24.444444,3
114,1,19,1,0,23.62,0.0,55.49,13.1,5.88,4.82,0.0,0,1,24.444444,3
115,1,20,1,0,23.68,0.0,53.56,17.4,3.24,6.71,0.0,0,1,24.444444,3
116,1,21,1,0,23.46,0.0,50.45,14.3,2.88,2.46,0.0,0,1,24.444444,3
117,1,22,1,0,23.1,0.0,47.14,11.6,7.44,0.84,0.0,0,1,24.444444,3
118,1,23,1,0,23.01,0.0,42.72,14.8,3.12,1.03,0.0,0,1,24.444444,3
119,1,24,1,0,22.83,0.0,38.9,13.1,6.48,0.42,0.0,0,1,24.444444,3
120,1,1,2,0,22.64,0.0,35.57,8.4,0.24,0.0,0.0,0,1,24.444444,3
121,1,2,2,0,22.57,0.0,32.26,9.6,0.24,0.0,0.0,0,1,24.444444,3
122,1,3,2,0,22.5,0.0,29.15,7.0,0.0,0.0,0.0,0,1,24.444444,3
123,1,4,2,0,22.48,0.0,26.55,6.9,0.0,0.0,0.0,0,1,24.444444,3
124,1,5,2,0,22.48,0.0,24.43,6.2,0.12,0.0,0.0,0,1,24.444444,3
125,1,6,2,0,22.48,0.0,22.76,6.6,3.0,0.0,0.0,0,1,24.444444,3
126,1,7,2,0,22.48,0.0,21.65,6.7,6.0,0.0,0.0,0,1,24.444444,3
127,1,8,2,0,22.48,0.0,20.73,6.4,10.56,0.0,0.0,0,1,24.444444,3
128,1,9,2,0,22.48,0.0,19.61,9.5,10.32,0.0,94.531,0,1,24.444444,3
129,1,10,2,0,22.48,0.0,18.44,10.9,14.64,0.0,180.835,0,1,24.444444,3
130,1,11,2,0,22.48,0.0,16.93,10.9,10.8,0.0,242.911,0,1,24.444444,3
131,1,12,2,0,22.49,0.0,15.72,13.8,4.08,0.0,319.648,0,1,24.444444,3
132,1,13,2,0,22.48,0.0,14.62,7.1,7.44,0.0,316.014,0,1,24.444444,3
133,1,14,2,0,22.48,0.0,13.98,10.5,2.52,0.0,295.067,0,1,24.444444,3
134,1,15,2,0,22.48,0.0,13.41,11.4,1.08,0.0,234.592,0,1,24.444444,3
135,1,16,2,0,22.48,0.0,12.79,12.1,3.84,0.0,142.415,0,1,24.444444,3
136,1,17,2,0,22.48,0.0,12.14,10.2,1.08,0.0,39.7412,0,1,24.444444,3
137,1,18,2,0,22.48,0.0,11.73,13.4,3.0,0.0,0.0,0,1,24.444444,3
138,1,19,2,0,22.48,0.0,11.67,14.6,1.32,0.0,0.0,0,1,24.444444,3
139,1,20,2,0,22.53,0.0,11.87,19.3,3.36,0.0,0.0,0,1,24.444444,3
140,1,21,2,0,22.63,0.0,12.05,26.8,2.88,0.05,0.0,0,1,24.444444,3
141,1,22,2,0,22.64,0.0,12.32,25.3,3.72,0.03,0.0,0,1,24.444444,3
142,1,23,2,0,22.57,0.0,12.45,18.6,0.96,0.0,0.0,0,1,24.444444,3
143,1,24,2,0,22.55,0.0,12.46,18.8,0.24,0.0,0.0,0,1,24.444444,3
144,1,1,3,0,22.48,0.0,12.52,9.3,0.84,0.0,0.0,0,1,24.444444,3
145,1,2,3,0,22.48,0.0,12.58,8.2,0.36,0.0,0.0,0,1,24.444444,3
146,1,3,3,0,22.48,0.0,12.58,6.8,0.24,0.0,0.0,0,1,24.444444,3
147,1,4,3,0,22.47,0.0,12.56,6.3,0.36,0.0,0.0,0,1,24.444444,3
148,1,5,3,0,22.39,0.0,12.6,4.9,0.12,0.0,0.0,0,1,24.444444,3
149,1,6,3,0,22.36,0.0,12.52,6.1,5.04,0.0,0.0,0,1,24.444444,3
150,1,7,3,0,22.31,0.0,12.46,6.1,1.2,0.0,0.0,0,1,24.444444,3
151,1,8,3,0,22.45,0.0,12.25,9.4,13.32,0.0,0.0,0,1,24.444444,3
152,1,9,3,0,22.48,0.0,11.86,8.2,6.6,0.0,166.448,0,1,24.444444,3
153,1,10,3,0,22.48,0.0,11.38,12.6,2.88,0.0,240.656,0,1,24.444444,3
154,1,11,3,0,22.48,0.0,10.9,8.9,4.08,0.0,277.92,0,1,24.444444,3
155,1,12,3,0,22.48,0.0,10.49,12.7,6.84,0.0,283.128,0,1,24.444444,3
156,1,13,3,0,22.48,0.0,10.25,9.2,2.04,0.0,364.434,0,1,24.444444,3
157,1,14,3,0,22.49,0.0,10.16,13.3,5.16,0.0,388.746,0,1,24.444444,3
158,1,15,3,0,22.53,0.0,10.26,12.9,6.72,0.0,386.071,0,1,24.444444,3
159,1,16,3,0,22.55,0.0,10.45,13.8,1.68,0.0,271.037,0,1,24.444444,3
160,1,17,3,0,22.55,0.0,10.63,14.3,13.56,0.0,110.073,0,1,24.444444,3
161,1,18,3,0,22.55,0.0,11.17,18.0,4.32,0.0,11.1155,0,1,24.444444,3
162,1,19,3,0,22.52,0.0,12.14,13.7,1.8,0.0,0.0,0,1,24.444444,3
163,1,20,3,0,22.54,0.0,13.13,16.4,5.52,0.0,0.0,0,1,24.444444,3
164,1,21,3,0,22.51,0.0,13.98,14.0,3.96,0.0,0.0,0,1,24.444444,3
165,1,22,3,0,22.56,0.0,14.62,18.6,0.84,0.0,0.0,0,1,24.444444,3
166,1,23,3,0,22.58,0.0,15.38,18.9,1.68,0.0,0.0,0,1,24.444444,3
167,1,24,3,0,22.56,0.0,16.07,17.4,2.4,0.0,0.0,0,1,24.444444,3
168,1,1,4,0,22.5,0.0,16.67,14.6,0.48,0.0,0.0,0,1,24.444444,3
169,1,2,4,0,22.48,0.0,16.96,9.7,2.04,0.0,0.0,0,1,24.444444,3
170,1,3,4,0,22.48,0.0,17.16,8.0,0.36,0.0,0.0,0,1,24.444444,3
171,1,4,4,0,22.48,0.0,17.17,7.2,0.24,0.0,0.0,0,1,24.444444,3
172,1,5,4,0,22.48,0.0,17.11,9.2,0.0,0.0,0.0,0,1,24.444444,3
173,1,6,4,0,22.48,0.0,17.27,6.8,3.0,0.0,0.0,0,1,24.444444,3
174,1,7,4,0,22.48,0.0,17.61,5.3,2.04,0.0,0.0,0,1,24.444444,3
175,1,8,4,0,22.48,0.0,17.82,10.2,17.88,0.0,0.0,0,1,24.444444,3
176,1,9,4,0,22.48,0.0,17.38,12.6,12.0,0.0,200.418,0,1,24.444444,3
177,1,10,4,0,22.5,0.0,16.52,11.8,16.32,0.0,320.081,0,1,24.444444,3
178,1,11,4,0,22.58,0.0,16.17,13.4,11.88,0.0,426.219,0,1,24.444444,3
179,1,12,4,0,22.67,0.0,16.62,13.7,12.96,0.17,500.591,0,1,24.444444,3
180,1,13,4,0,22.66,0.0,17.72,9.8,3.36,0.1,501.666,0,1,24.444444,3
181,1,14,4,0,22.76,0.0,19.09,12.6,0.36,0.5,451.27,0,1,24.444444,3
182,1,15,4,0,22.85,0.0,20.66,12.7,6.0,0.77,362.457,0,1,24.444444,3
183,1,16,4,0,22.83,0.0,21.74,11.6,2.28,0.57,245.231,0,1,24.444444,3
184,1,17,4,0,22.78,0.0,22.85,11.7,1.56,0.31,91.2449,0,1,24.444444,3
185,1,18,4,0,22.72,0.0,23.87,11.7,2.16,0.07,7.0029,0,1,24.444444,3
186,1,19,4,0,22.75,0.0,24.5,15.0,4.8,0.41,0.0,0,1,24.444444,3
187,1,20,4,0,22.76,0.0,25.06,15.5,3.6,0.51,0.0,0,1,24.444444,3
188,1,21,4,0,22.77,0.0,25.3,16.5,1.56,0.6,0.0,0,1,24.444444,3
189,1,22,4,0,22.76,0.0,25.4,15.9,6.48,0.61,0.0,0,1,24.444444,3
190,1,23,4,0,22.76,0.0,25.41,16.1,1.44,0.61,0.0,0,1,24.444444,3
191,1,24,4,0,22.79,0.0,25.62,18.8,0.48,0.86,0.0,0,1,24.444444,3
192,1,1,5,0,22.76,0.0,26.36,16.5,1.8,0.55,0.0,0,1,24.444444,3
193,1,2,5,0,22.72,0.0,27.63,15.0,0.24,0.34,0.0,0,1,24.444444,3
194,1,3,5,0,22.73,0.0,28.74,16.7,0.12,0.51,0.0,0,1,24.444444,3
195,1,4,5,0,22.69,0.0,29.61,13.6,0.12,0.12,0.0,0,1,24.444444,3
196,1,5,5,0,22.68,0.0,30.15,15.1,0.12,0.23,0.0,0,1,24.444444,3
197,1,6,5,0,22.68,0.0,30.44,16.7,1.56,0.36,0.0,0,1,24.444444,3
198,1,7,5,0,22.67,0.0,30.47,14.8,6.48,0.11,0.0,0,1,24.444444,3
199,1,8,5,0,22.64,0.0,30.31,11.3,24.24,0.0,0.0,0,1,24.444444,3
200,1,9,5,0,22.7,0.0,29.71,13.0,4.08,0.29,167.689,0,1,24.444444,3
201,1,10,5,0,22.91,0.0,29.29,15.0,3.96,1.02,288.769,0,1,24.444444,3
202,1,11,5,0,23.23,0.0,29.4,17.2,16.56,2.46,391.802,0,1,24.444444,3
203,1,12,5,0,23.29,0.0,30.48,11.8,4.56,2.17,448.004,0,1,24.444444,3
204,1,13,5,0,23.36,0.0,31.53,10.3,4.32,2.87,439.261,0,1,24.444444,3
205,1,14,5,0,23.47,0.0,32.7,11.8,3.72,4.41,352.374,0,1,24.444444,3
206,1,15,5,0,23.53,0.0,34.15,12.0,1.32,5.1,269.528,0,1,24.444444,3
207,1,16,5,0,23.5,0.0,35.66,10.3,0.72,3.58,130.529,0,1,24.444444,3
208,1,17,5,0,23.47,0.0,36.82,11.0,2.4,3.03,33.8496,0,1,24.444444,3
209,1,18,5,0,23.45,0.0,38.23,12.1,3.24,2.99,0.0,0,1,24.444444,3
210,1,19,5,0,23.48,0.0,39.5,13.3,1.08,3.77,0.0,0,1,24.444444,3
211,1,20,5,0,23.57,0.0,40.65,17.0,5.88,5.92,0.0,0,1,24.444444,3
212,1,21,5,0,23.61,0.0,41.43,17.9,1.92,5.94,0.0,0,1,24.444444,3
213,1,22,5,0,23.69,0.0,41.69,21.1,13.2,7.61,0.0,0,1,24.444444,3
214,1,23,5,0,23.54,0.0,42.51,15.8,0.72,3.48,0.0,0,1,24.444444,3
215,1,24,5,0,23.45,0.0,43.51,15.0,0.72,2.87,0.0,0,1,24.444444,3
216,1,1,6,0,23.12,0.0,44.96,9.3,0.24,0.91,0.0,0,1,24.444444,3
217,1,2,6,0,22.9,0.0,46.21,7.6,0.24,0.48,0.0,0,1,24.444444,3
218,1,3,6,0,22.83,0.0,47.52,7.2,0.12,0.39,0.0,0,1,24.444444,3
219,1,4,6,0,22.79,0.0,49.08,7.0,0.12,0.38,0.0,0,1,24.444444,3
220,1,5,6,0,22.76,0.0,50.31,6.3,0.0,0.29,0.0,0,1,24.444444,3
221,1,6,6,0,22.76,0.0,51.15,7.1,0.48,0.38,0.0,0,1,24.444444,3
222,1,7,6,0,22.73,0.0,51.73,5.8,8.52,0.13,0.0,0,1,24.444444,3
223,1,8,6,0,22.76,0.0,51.63,9.2,17.52,0.61,0.0,0,1,24.444444,3
224,1,9,6,0,22.83,0.0,50.95,12.1,6.84,0.96,27.818,0,1,24.444444,3
225,1,10,6,0,22.88,0.0,50.49,12.5,9.72,1.28,56.079,0,1,24.444444,3
226,1,11,6,0,22.9,0.0,50.86,9.7,2.04,1.08,97.5963,0,1,24.444444,3
227,1,12,6,0,23.41,0.0,49.8,19.5,4.92,4.59,140.04,0,1,24.444444,3
228,1,13,6,0,23.25,0.0,51.2,10.9,6.0,2.21,142.52,0,1,24.444444,3
229,1,14,6,0,23.24,0.0,53.19,9.3,4.8,2.38,137.034,0,1,24.444444,3
230,1,15,6,0,23.42,0.0,54.36,12.1,3.0,4.23,96.0527,0,1,24.444444,3
231,1,16,6,0,23.44,0.0,55.86,11.5,6.72,3.96,38.9878,0,1,24.444444,3
232,1,17,6,0,23.37,0.0,57.49,10.2,2.16,3.26,13.4343,0,1,24.444444,3
233,1,18,6,0,23.43,0.0,58.78,11.8,7.32,4.27,0.0,0,1,24.444444,3
234,1,19,6,0,23.6,0.0,59.06,14.5,4.44,7.21,0.0,0,1,24.444444,3
235,1,20,6,0,23.72,0.0,58.71,16.6,1.92,9.47,0.0,0,1,24.444444,3
236,1,21,6,0,23.78,0.0,58.45,16.6,1.92,9.62,0.0,0,1,24.444444,3
237,1,22,6,0,23.82,0.0,58.86,15.7,0.72,9.94,0.0,0,1,24.444444,3
238,1,23,6,0,23.88,0.0,60.05,15.5,1.32,10.99,0.0,0,1,24.444444,3
239,1,24,6,0,23.81,0.0,63.08,12.0,0.84,8.34,0.0,0,1,24.444444,3
240,1,1,7,0,23.71,0.0,65.92,9.6,0.48,6.19,0.0,0,1,24.444444,3
241,1,2,7,0,23.59,0.0,68.54,6.3,0.6,4.16,0.0,0,1,24.444444,3
242,1,3,7,0,23.63,0.0,70.23,7.7,0.84,6.08,0.0,0,1,24.444444,3
243,1,4,7,0,23.66,0.0,71.13,8.6,0.48,7.51,0.0,0,1,24.444444,3
244,1,5,7,0,23.61,0.0,72.44,6.6,0.0,5.43,0.0,0,1,24.444444,3
245,1,6,7,0,23.6,0.0,73.44,6.3,0.24,6.08,0.0,0,1,24.444444,3
246,1,7,7,0,23.62,0.0,73.3,6.9,0.48,6.73,0.0,0,1,24.444444,3
247,1,8,7,0,23.56,0.0,72.96,5.4,8.04,4.69,0.0,0,1,24.444444,3
248,1,9,7,0,23.56,0.0,71.9,6.1,2.4,5.35,82.4008,0,1,24.444444,3
249,1,10,7,0,23.61,0.0,69.6,6.4,17.04,8.15,191.76,0,1,24.444444,3
250,1,11,7,0,23.82,0.0,64.48,9.4,20.76,13.47,301.812,0,1,24.444444,3
251,1,12,7,0,24.0,0.0,59.12,12.5,7.8,19.36,389.392,0,1,24.444444,3
252,1,13,7,0,24.04,0.0,56.07,10.1,2.64,17.4,423.52,0,1,24.444444,3
253,1,14,7,0,24.06,0.0,51.25,9.5,12.24,17.04,420.118,0,1,24.444444,3
254,1,15,7,0,24.07,0.0,45.24,13.9,1.2,22.28,349.641,0,1,24.444444,3
255,1,16,7,0,24.07,0.0,38.66,8.2,3.6,13.47,256.485,0,1,24.444444,3
256,1,17,7,0,24.06,0.0,35.33,9.3,7.68,11.6,110.496,0,1,24.444444,3
257,1,18,7,0,24.08,0.0,33.48,16.4,7.92,14.34,7.6067,0,1,24.444444,3
258,1,19,7,0,23.96,0.0,32.51,9.5,5.88,6.38,0.0,0,1,24.444444,3
259,1,20,7,0,23.87,0.0,31.73,11.0,2.52,5.85,0.0,0,1,24.444444,3
260,1,21,7,0,24.03,0.0,30.96,21.3,1.08,13.01,0.0,0,1,24.444444,3
261,1,22,7,0,23.86,0.0,31.0,12.4,2.04,4.94,0.0,0,1,24.444444,3
262,1,23,7,0,23.62,0.0,31.51,12.3,2.04,3.03,0.0,0,1,24.444444,3
263,1,24,7,0,23.66,0.0,31.42,16.8,5.64,4.28,0.0,0,1,24.444444,3
264,1,1,1,0,23.3,0.0,32.14,10.2,1.92,1.11,0.0,0,1,24.444444,3
265,1,2,1,0,22.85,0.0,32.95,6.9,3.84,0.19,0.0,0,1,24.444444,3
266,1,3,1,0,22.82,0.0,32.87,11.7,0.84,0.57,0.0,0,1,24.444444,3
267,1,4,1,0,22.72,0.0,33.04,7.6,0.48,0.01,0.0,0,1,24.444444,3
268,1,5,1,0,22.68,0.0,33.1,8.3,0.36,0.01,0.0,0,1,24.444444,3
269,1,6,1,0,22.6,0.0,33.13,6.1,0.6,0.0,0.0,0,1,24.444444,3
270,1,7,1,0,22.65,0.0,32.88,11.7,2.52,0.04,0.0,0,1,24.444444,3
271,1,8,1,0,22.67,0.0,32.96,9.4,8.76,0.03,0.0,0,1,24.444444,3
272,1,9,1,0,22.77,0.0,32.85,8.8,8.16,0.35,189.159,0,1,24.444444,3
273,1,10,1,0,23.03,0.0,32.01,7.4,12.36,1.09,355.317,0,1,24.444444,3
274,1,11,1,0,23.23,0.0,30.67,8.0,15.72,3.01,480.298,0,1,24.444444,3
275,1,12,1,0,23.48,0.0,29.36,12.3,7.92,6.43,514.914,0,1,24.444444,3
276,1,13,1,0,23.67,0.0,28.25,13.6,9.84,8.92,513.373,0,1,24.444444,3
277,1,14,1,0,23.8,0.0,27.33,14.1,3.6,10.69,461.385,0,1,24.444444,3
